,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.23343468344254276,0.9723724844760262,0.13762089948767842,-0.0020423125380002838,0.7965978878083453,0.02344435780516649,0.0881797403129917,0.5175177303922158,-0.016349413250873388,-0.066707852198703,0.24805072302915115,-0.044717928805935246,-0.20100482939726974,0.0654824469318011,-0.066889838518022,0.2278790915168023,0.19873264681719538,0.07942663687962351,0.4532045046668585,-0.08177144598771058,0.022557844349504103,0.5788552462806853,-0.2557994331746961,-0.024384211518469843,0.6808168351949713,-0.4038417325013821,-0.059553440450955945,0.04680836964755247,0.12245466681854283,0.08898961930665204,0.216410464725438,-0.19185467331295197,0.046881490608360256,0.318916692057045,-0.39637566431556565,0.003854492294732465,0.40401463198767845,-0.5702945828254138,-0.02693471153294148,-0.15370427193793854,0.1434076358715973,0.0797051906522675,-0.15647489832457379,-0.1559466060614989,0.014608690296789312,-0.13018320383871368,-0.35575196295674466,-0.04943248657767354,-0.09557016347489629,-0.5271254421178886,-0.0906154292699606,-0.35428086422516764,0.23691484130635723,0.06052770803186696,-0.47959694728486,0.022474341140935754,-0.01755823257837077,-0.5501678055247898,-0.11859466288749897,-0.06603696527155631,-0.5919177442025647,-0.2666491984508167,-0.0951442719378821,3
1,-0.2261866172817706,0.9740839872221643,0.15393848274618377,0.008090451881175515,0.8026632718469571,0.0388189279247257,0.08457731683135891,0.5203705914267442,-0.004711426879808581,-0.08633548127159285,0.26056044925064775,-0.03612770656683338,-0.23422619901110414,0.09020396555013033,-0.0621439425789742,0.22689599921572023,0.19994713573425735,0.08018493357722832,0.4581645653552575,-0.08306149889148594,0.019698165231889775,0.5833355079787097,-0.25978306403228,-0.028475434491111,0.683449872089898,-0.40807636708535816,-0.06439486380262745,0.04504868290349442,0.1254069670411942,0.08829088138688751,0.21727800419273785,-0.1924436608373459,0.04203376918255532,0.3209462736419626,-0.4015938291443859,-0.0035735386124244885,0.40598902373528983,-0.5803839927083986,-0.03597796847304336,-0.15431213018686024,0.1495008569180793,0.0788119807516779,-0.15031941746600966,-0.15942580492954575,0.01109387980113411,-0.12298413232132602,-0.36570488168925963,-0.05422646509143926,-0.08784195561599854,-0.5413373598442489,-0.09599945278270296,-0.35259163620586464,0.24715828362934042,0.05994840517002238,-0.47919519450532805,0.022520225362189228,-0.020290951855059282,-0.5494828821650347,-0.125159424308545,-0.06901391647087002,-0.5903000517947237,-0.2754458505108464,-0.0978837581674108,3
2,-0.22772043713403237,0.9737265542807618,0.14935699857825877,0.009353563506120306,0.8044914309902016,0.035083058178527686,0.08607917602508401,0.521132603200227,-0.006467383401413327,-0.08858709925971699,0.2638987337416231,-0.03583272542072815,-0.23775453351099401,0.0970098125024786,-0.05977143628469846,0.2284414254864114,0.1997718303190548,0.0792583473042283,0.4578094988168967,-0.08014763390720588,0.020503381071721494,0.5829608264497271,-0.2568257454652163,-0.027155604802469206,0.6809748300671867,-0.40646541219173965,-0.06306255662978309,0.04702114281911163,0.1252863375482675,0.08734588095481748,0.22088288508048498,-0.19229204209917186,0.04263148651305091,0.32032905016313973,-0.4013065179605608,-0.003463455958474493,0.4007938371997018,-0.5844301116839092,-0.036501954395348216,-0.1525135242554608,0.1488523247641754,0.07793850948148713,-0.14697004389644133,-0.15984747989106493,0.011655586192259027,-0.12262793316281662,-0.3675161309765999,-0.05412644483280007,-0.09058876049719304,-0.5459997572911681,-0.09655035593290517,-0.35279993505916124,0.24470327697341882,0.05925690303657265,-0.4790973142415173,0.019796704954668617,-0.01862971191208314,-0.5483791325496064,-0.1269813085290581,-0.0663783275100756,-0.5876075220469157,-0.27685746927918475,-0.09509019423014456,3
3,-0.21212527320607433,0.9772424819190212,0.17263975957181196,0.01956245951382942,0.8021886036279805,0.06062377585774447,0.086722600524104,0.5168073669329293,0.013108523732747087,-0.08854693280769776,0.25719550725140894,-0.022225625708839628,-0.2341992070466391,0.08574044747221415,-0.05235342760546822,0.23746827473085147,0.20763785885389838,0.08545383813378632,0.45521845022457863,-0.08152884399031778,0.018928434124861036,0.5763221590327756,-0.2634904853216896,-0.032219713959430844,0.6745668336224239,-0.41541581060599503,-0.070557404982748,0.05521855987564303,0.1333538996604152,0.0896213392881955,0.2176884264004227,-0.19064179244540472,0.03568247894173681,0.3105217198652243,-0.4068240177575692,-0.01350573766719742,0.3899129825750601,-0.5954224529709135,-0.04822287338087401,-0.14533232591316209,0.15839739140919534,0.07777714759320933,-0.1515056014932393,-0.1599415569488712,0.004460035164102655,-0.1289950562181097,-0.37209840488030055,-0.06267943807121958,-0.0938674907521128,-0.5552933609855978,-0.10628482354681708,-0.3459428269173168,0.2598751911762638,0.057459871472266326,-0.4776695469935748,0.0316927530984883,-0.026137442856057142,-0.5512240200032593,-0.11833083681361474,-0.0757165279747751,-0.5937941850137382,-0.27114393868153525,-0.1058521881270344,3
4,-0.190160107170049,0.98175309199466,0.19598424708971707,0.03294197155788738,0.8155928030890554,0.07565392962831215,0.1003666697996685,0.5330146534642541,0.021255445500496555,-0.07199980300059487,0.2780973303296798,-0.019193765220791126,-0.22382427489975965,0.10546590996253331,-0.05495094360196858,0.2388131427016696,0.20838076050745097,0.0865572764049305,0.4563410050961814,-0.08133204144204279,0.014775561754018389,0.5747107630888308,-0.26449385043533175,-0.038467648934801965,0.670357936594946,-0.42029909692115636,-0.07878779162587082,0.05524043959898377,0.12982415751887222,0.09129265697172073,0.21675648313938425,-0.19832507377902486,0.032763516942855696,0.3061915627673071,-0.4202589791515773,-0.018532441819738277,0.381769233547366,-0.6173799689125613,-0.0550814014800099,-0.14694851129579234,0.15644132098476862,0.08039428735284511,-0.16031288728006535,-0.16806936384074297,0.0025518689368923984,-0.14595543372374017,-0.3850863632518508,-0.06728888566644922,-0.11593311805042501,-0.5759468774050377,-0.11345191103983707,-0.3458697421426071,0.2646610328508806,0.060774575693488035,-0.47828382473351894,0.03676445493909188,-0.027371742498722245,-0.5548471605639103,-0.11258964384307106,-0.07856742561909585,-0.5993543450317642,-0.26621425665885395,-0.11030940876799136,3
5,-0.1787043998376903,0.9839028089596304,0.19049666193165865,0.04425509237839273,0.8086698470505473,0.0768230720671387,0.10238317927491351,0.5238239042509377,0.025636524762368842,-0.07328505987479896,0.27149084693396963,-0.01292687702282358,-0.2212598524192925,0.10299027896849845,-0.046893308618417895,0.24192360611839048,0.2073227171589185,0.08848157612203426,0.45109547817156603,-0.08444186897412048,0.01618986258612923,0.567675874902402,-0.2707535405875972,-0.03801733319751815,0.6634843490186774,-0.42870851910208846,-0.07867391737511377,0.0593970187710454,0.13260929593191115,0.0912016180857463,0.21171206776283838,-0.19639384420173128,0.03146499454237939,0.29879155447665806,-0.4199574797718783,-0.0202623837405426,0.374185108808775,-0.6196454335625377,-0.056858060722312906,-0.14042473658125879,0.16139093563870427,0.07864255166873557,-0.1616132618309634,-0.16389079268687223,0.0005002139879011978,-0.1527054750142828,-0.38458380366163974,-0.06951031702151883,-0.12782801985009645,-0.5783359148990587,-0.11535379770602057,-0.3368138411794701,0.27162137050635377,0.057871228156378816,-0.47298052174254046,0.04505152078504007,-0.028162281984225657,-0.5505360589916594,-0.10449154128822077,-0.07932133887905846,-0.5987521023616035,-0.2576707874487671,-0.11132868764291819,3
6,-0.1638866326014362,0.9864791795342475,0.19748033504494653,0.052609523635146024,0.8221966764420265,0.07877188737963588,0.11837389591959793,0.5485844437114802,0.022788595159835917,-0.058749864052321125,0.3013499395617497,-0.020383835134799733,-0.22195477915463738,0.13648770617104927,-0.05942213146390582,0.241980663083388,0.19969666984145235,0.0886659718342556,0.45079112866683335,-0.09307194692638913,0.014271831073772402,0.5663492968199925,-0.27972854791402857,-0.041463341243812936,0.6609751677681365,-0.43711298285970024,-0.0829570444663264,0.05778756469501605,0.12393440809312284,0.09204596352060725,0.21146305014023908,-0.2106635858236265,0.03206949103664577,0.2956995280549887,-0.43376523603743194,-0.019983107101053915,0.3653468291298794,-0.6298949792648149,-0.057071981288436935,-0.14132862234237756,0.15428927916293625,0.08003378279861002,-0.16314987947202544,-0.16943621313835255,0.0030579741147919682,-0.1595164815317629,-0.3880264419016854,-0.066188078443327,-0.1402888602996046,-0.5783421765204078,-0.1121315540967091,-0.336183019113552,0.26746250629933244,0.059174234070497066,-0.47703881950569055,0.04283477477021495,-0.025660686448143417,-0.5555995993372995,-0.10568424144175168,-0.07583930112846916,-0.6036800905025049,-0.25758923175942733,-0.10725900521861406,3
7,-0.16546161830896702,0.9862162302794342,0.18222740672006915,0.05913153866816816,0.8096853978364291,0.06730048953791956,0.12349319721162412,0.5298632572395637,0.0173373892969628,-0.06283510850823198,0.2762432893354332,-0.021174968772247085,-0.22300048939452954,0.11628712972920643,-0.05564528794453346,0.252799395325073,0.20633137969122436,0.08906338971287503,0.45462980033529327,-0.09085552333829999,0.01639359149875017,0.5683425220913725,-0.2797693572580499,-0.040267108737741676,0.6641489615936955,-0.43970287386859797,-0.08214127237536203,0.06332522273892856,0.13231323825734304,0.0930499438358043,0.20668175189536225,-0.20400589371725755,0.03395235723146752,0.2887482203488026,-0.4292403003320124,-0.01848345248341411,0.36115367731268155,-0.6267835308582037,-0.05605101268876889,-0.13797131075095723,0.16017710492628245,0.08072821996611473,-0.1670110030266054,-0.1614382694678152,0.005929904681543693,-0.16738063735161737,-0.37967115991211964,-0.06377529328128204,-0.15052247420894233,-0.5681878356876658,-0.10988684826104353,-0.3328094580600714,0.268351752481507,0.05925336699993641,-0.47353205332362724,0.046983259995621876,-0.021530388327749766,-0.5546764989930323,-0.10033297560955942,-0.07192228086478959,-0.6072536355944145,-0.25246431972245975,-0.10435814574451154,3
8,-0.1683854163951543,0.9857212341962764,0.1898418055761588,0.05516107113232733,0.8226149245941187,0.0781898584235852,0.1322891562342941,0.5546274795122874,0.025400488048963252,-0.048634934185882425,0.3061497032760394,-0.01633597681905841,-0.20657397649985107,0.14400447152955403,-0.05408246831901877,0.24777207788657568,0.20270398700326514,0.08701103170918076,0.45172636298728536,-0.09658031299360931,0.01328569959153459,0.5630620477650421,-0.2854969594470344,-0.042479017721966945,0.6512355244418052,-0.4453173441629689,-0.08320151748757924,0.05841162448375547,0.12576666633254382,0.08795482059351906,0.2034526532979323,-0.21260197032969344,0.029462375979754377,0.28593221983511224,-0.4364756697474307,-0.02061394854895047,0.3508570246591605,-0.6302566580372098,-0.05617894976755368,-0.13977659657733313,0.15297644621429482,0.0741598086531198,-0.16381896133046503,-0.16808462638396277,0.003387017148232653,-0.1620541132140351,-0.3853399186244804,-0.06168935117533648,-0.14963820063293237,-0.5720018564753245,-0.10544656612893429,-0.3359971122583377,0.26223458238425634,0.05140737121697135,-0.4716232664008093,0.04035650263474616,-0.026027966303426704,-0.5496111518870266,-0.10745539717865145,-0.07243814084191143,-0.6037860333414614,-0.25754528429701656,-0.1016063738272837,3
9,-0.1674745737904687,0.9858763954643103,0.18588690256925705,0.0626685910783654,0.8135216179692482,0.07443837792302285,0.13596710936054188,0.5437310532473107,0.022937004899685528,-0.04322068694687887,0.29081385120918757,-0.017688195483136146,-0.19526358357411752,0.12374996371293268,-0.05450921521519684,0.2522562416143649,0.20462374179190151,0.08838245619874119,0.45293429702278537,-0.09413451381995058,0.017377826132370162,0.5616322181637742,-0.2829964804337369,-0.0371334996534691,0.6490466415661297,-0.44542020076377015,-0.07785929176110924,0.062322710010265445,0.1308892881763756,0.08945875358107626,0.20548637723312868,-0.20741722683064814,0.03205347542597698,0.28638317366689225,-0.4314881900877077,-0.01880291988868941,0.3519875039858368,-0.6276406148365498,-0.05577666337608232,-0.13930848701051102,0.15948202218160756,0.0753619704795938,-0.1699125002447819,-0.15992975514291632,0.0034549205785580103,-0.169969642300983,-0.380548268053854,-0.06430286264547654,-0.15636286684409273,-0.5701917986748486,-0.11018228645371941,-0.33846339365231654,0.2671767266927921,0.052409651483125895,-0.47674858306644496,0.04255604877846328,-0.0257833306280354,-0.5555910922924744,-0.10613343700288873,-0.07416408863382962,-0.6083694539790134,-0.25652022357726356,-0.10555898553266396,3
